岗位,薪水,学历要求,实习时长,上班地点,职责,要求,是否提供转正机会
JAVA实习生,40-50/天,本科,实习3个月,北京,】  1、负责公司网站开发和维护；负责对网站进行实施，测试；负责现有网站的维护和升级；负责解决开发过程中的技术问题；负责网站开发文档编写工作；  2、从事公司所接业务及本公司官网、后台系统的开发、调试，参与产品的需求分析、设计、开发以及测试几个阶段；  3.app相关后台的数据库设计制作，json对接，jsp技能必备等,】  1. 本科及以上学历，接收实习生；  2. Java底层知识扎实；熟练使用当前主流框架，如：SSH，SSM框架；  3. 熟悉MySQL数据库开发；  4. 逻辑思维能力强者优先  5. 积极主动，能承受压力，良好的团队意识，工作仔细，责任心强；    【你将获得】  1.北上广有梦，这里是梦开始的地方,】  1. 本科及以上学历，接收实习生；  2. Java底层知识扎实；熟练使用当前主流框架，如：SSH，SSM框架；  3. 熟悉MySQL数据库开发；  4. 逻辑思维能力强者优先  5. 积极主动，能承受压力，良好的团队意识，工作仔细，责任心强；    【你将获得】  1.北上广有梦，这里是梦开始的地方
Java实习生,120-150/天,本科,实习8个月,宁波,：1.负责SDK能力开放平台的开发； 2.按照项目要求和项目计划，保质保量地完成工作,和项目计划，保质保量地完成工作,和项目计划，保质保量地完成工作
Java实习生,100-200/天,本科,实习3个月,苏州,,,
Java助理,120-180/天,不限,实习3个月,成都,1、根据业务详细需求和公司需要，进行各应用系统和业务产品的开发工作；2、参与部分系统体系结构分析、数据库、接口设计等工作；3、根据开发规范、流程和设计文档，独立完成具体模块的编码、测试以及相关文档工作；4、协助测试工程师制定测试计划，定位发现的问题；5、完成其他公司交办的任务,1、有一定JAVA基础，了解多线程机制；2、理解JAVA EE中的JSP/SERVLET，熟悉原生JDBC；3、能使用mysql或oracle数据库的一种 ，对基本CRUD及较复杂SQL查询比较了解 ；4、对前后端分离、通讯数据格式等有一定了解；5、了解Nodejs相关常用工具如webpack、NMP等；6、具有很强的学习和独立分析能力、工作责任心、良好的沟通能力和团体合作精神,1、有一定JAVA基础，了解多线程机制；2、理解JAVA EE中的JSP/SERVLET，熟悉原生JDBC；3、能使用mysql或oracle数据库的一种 ，对基本CRUD及较复杂SQL查询比较了解 ；4、对前后端分离、通讯数据格式等有一定了解；5、了解Nodejs相关常用工具如webpack、NMP等；6、具有很强的学习和独立分析能力、工作责任心、良好的沟通能力和团体合作精神
JAVA工程师,800-1000/天,本科,实习3个月,全国,】 1.加入公司Java组完成公司的相关工作开发 2.利用全新Loha语言，挑战Java原有架构 3.参与创新技术框架，颠覆SSM； 4.进行全业务动态部署； 5.参与现场远程调试与更新；本地故障重现；  【任职要求】 1.本科在校生； 2.超强逻辑思维能力； 3.强大的自驱力和侵略性； 4.愿意长期实习。【你将获得】1.创新的泉安云，颠覆了传统，希望伟大中有你,】 1.本科在校生； 2.超强逻辑思维能力； 3.强大的自驱力和侵略性； 4.愿意长期实习,】 1.本科在校生； 2.超强逻辑思维能力； 3.强大的自驱力和侵略性； 4.愿意长期实习
Java实习生,面议,本科,实习3个月,沈阳,】 1、负责公司网站开发和维护；负责对网站进行实施，测试；负责现有网站的维护和升级；负责解决开发过程中的技术问题；负责网站开发文档编写工作； 2、从事公司所接业务及本公司官网、后台系统的开发、调试，参与产品的需求分析、设计、开发以及测试几个阶段； 3.app相关后台的数据库设计制作，json对接，jsp技能必备等,】 1. 本科及以上学历，接收实习生； 2. Java底层知识扎实；熟练使用当前主流框架，如：SSH，SSM框架； 3. 熟悉MySQL数据库开发； 4. 逻辑思维能力强者优先 5. 积极主动，能承受压力，良好的团队意识，工作仔细，责任心强； 【你将获得】 1.北上广有梦，这里是梦开始的地方,】 1. 本科及以上学历，接收实习生； 2. Java底层知识扎实；熟练使用当前主流框架，如：SSH，SSM框架； 3. 熟悉MySQL数据库开发； 4. 逻辑思维能力强者优先 5. 积极主动，能承受压力，良好的团队意识，工作仔细，责任心强； 【你将获得】 1.北上广有梦，这里是梦开始的地方
Java工程师,120-180/天,大专,实习3个月,济南,,并乐于学习，欢迎你加入我们！ 工作内容：1、java相关项目代码编写，根据上级要求，完成相关开发任务和维护任务2、完成项目软件测试工作，并撰写相关技术文档3、上级安排的其他任务 任职要求： 1、专科(含专科，统招)以上学历，计算机、软件、数学等相关专业毕业,并乐于学习，欢迎你加入我们！ 工作内容：1、java相关项目代码编写，根据上级要求，完成相关开发任务和维护任务2、完成项目软件测试工作，并撰写相关技术文档3、上级安排的其他任务 任职要求： 1、专科(含专科，统招)以上学历，计算机、软件、数学等相关专业毕业
Java实习生,100-200/天,本科,实习12个月,杭州,,,
java助理,80-120/天,大专,实习4个月,成都,1、根据业务详细需求和公司需要，进行各应用系统和业务产品的开发工作；2、参与部分系统体系结构分析、数据库、接口设计等工作；3、根据开发规范、流程和设计文档，独立完成具体模块的编码、测试以及相关文档工作；4、协助测试工程师制定测试计划，定位发现的问题；5、完成其他公司交办的任务,1、有一定JAVA基础，了解多线程机制；2、理解JAVA EE中的JSP/SERVLET；3、能熟练使用mysql或oracle数据库  ；4、对前后端分离、通讯数据格式等有一定了解；5、具有很强的学习和独立分析能力、工作责任心、良好的沟通能力和团体合作精神,1、有一定JAVA基础，了解多线程机制；2、理解JAVA EE中的JSP/SERVLET；3、能熟练使用mysql或oracle数据库  ；4、对前后端分离、通讯数据格式等有一定了解；5、具有很强的学习和独立分析能力、工作责任心、良好的沟通能力和团体合作精神
JAVA实习生,150-200/天,本科,实习4个月,北京,,： 1. 2021届应届毕业生，统招本科学历以上，985/211院校优先考虑； 2. 有扎实的数据结构和算法功底，能熟练使用一门开发语言； 3. 有技术好奇心，具备良好的沟通能力和协作意识，自学能力强，有比较好的产品意识； 4. 热爱移动开发，有移动开发经验者优先； 5. 每周至少工作4天以上,： 1. 2021届应届毕业生，统招本科学历以上，985/211院校优先考虑； 2. 有扎实的数据结构和算法功底，能熟练使用一门开发语言； 3. 有技术好奇心，具备良好的沟通能力和协作意识，自学能力强，有比较好的产品意识； 4. 热爱移动开发，有移动开发经验者优先； 5. 每周至少工作4天以上
JAVA工程师,80-150/天,不限,实习8个月,广州,：工作职责：具有创业精神者优先1.负责公司物联网平台以及应用软件的设计、开发、部署、测试、发布及技术支持,,
Java实习生,200-300/天,本科,实习3个月,上海,,：1、具有数据结构、算法基础、编码能力；2、掌握java语言，熟悉面向对象设计开发；3、良好的编码习惯、沟通协作能力、问题分析与解决能力4、 积极乐观，认真负责，乐于协作,：1、具有数据结构、算法基础、编码能力；2、掌握java语言，熟悉面向对象设计开发；3、良好的编码习惯、沟通协作能力、问题分析与解决能力4、 积极乐观，认真负责，乐于协作
Java实习生,100-120/天,大专,实习3个月,成都,1、负责代码编写、单元测试、Bug修改；2、协助测试人员完成集成和系统测试；3、完成项目组分配的其它工作,[],[]
Java实习生,150-180/天,硕士,实习3个月,上海,,,
java实习生,50-100/天,大专,实习3个月,成都,,[],[]
Java实习生,面议,不限,实习4个月,成都,,[],[]
Java实习生,150-180/天,本科,实习2个月,南京,： 负责我司在线实习、课程、B端业务的开发和迭代,： 1.本科及以上学历，计算机相关专业； 2.学习能力强，对数据结构有较好的理解；  3. 熟练掌握java语言，有一定的Springboot等相关框架开发经验；  4. 对mysql等数据库知识有较好理解，有使用经验,： 1.本科及以上学历，计算机相关专业； 2.学习能力强，对数据结构有较好的理解；  3. 熟练掌握java语言，有一定的Springboot等相关框架开发经验；  4. 对mysql等数据库知识有较好理解，有使用经验
Java实习生,150-200/天,大专,实习3个月,南京,"：1. 负责项目功能模块的需求分析、设计、编码实现，并确保开发质量；2. 建立并维护项目的开发文档，进行模块及全流程测试；；3. 进行项目部署及协调解决上线后出现的故障；4.驻公司或客户现场开发； 岗位要求：1、大专及以上学历；2、接受计算机相关专业实习生并提供转正机会；3、有相关开发经验者优先考虑；4、熟悉简单的java开发语言  上班时间：五天制，09:00-12:00,13:30-18:00其他福利：奖金、带薪假期、社会保险、下午茶不断、节日礼品、餐补房补、年度旅游、不定时团建等（公司配置有冰箱、微波炉等）；办公氛围：充满活力的90后团队、现代化办公环境、人文化管理","：1、大专及以上学历；2、接受计算机相关专业实习生并提供转正机会；3、有相关开发经验者优先考虑；4、熟悉简单的java开发语言  上班时间：五天制，09:00-12:00,13:30-18:00其他福利：奖金、带薪假期、社会保险、下午茶不断、节日礼品、餐补房补、年度旅游、不定时团建等（公司配置有冰箱、微波炉等）；办公氛围：充满活力的90后团队、现代化办公环境、人文化管理","：1、大专及以上学历；2、接受计算机相关专业实习生并提供转正机会；3、有相关开发经验者优先考虑；4、熟悉简单的java开发语言  上班时间：五天制，09:00-12:00,13:30-18:00其他福利：奖金、带薪假期、社会保险、下午茶不断、节日礼品、餐补房补、年度旅游、不定时团建等（公司配置有冰箱、微波炉等）；办公氛围：充满活力的90后团队、现代化办公环境、人文化管理"
JAVA实习生,300-500/天,本科,实习3个月,全国,,,
JAVA实习生,200-400/天,本科,实习3个月,全国,,"： 1、985或者211大学计算机相关专业 2、英语六级以上水平 4、有独立分析、定位、解决问题的能力 5、较好的理解能力和沟通能力，工作积极主动，具备较强的责任感 6、精通Java ,C, C++，Python,Matlab,C#，Perl,haskell,ruby,racket,prolog,php，R,weka等任意一项 7、主要工作是进行相关专业的课程咨询与辅导； 8、咨询辅导的具体内容是以书面文档（essay或者report）的形式进行呈现； 9、具体工作时间和工作地点不限定，可以自行合理的安排","： 1、985或者211大学计算机相关专业 2、英语六级以上水平 4、有独立分析、定位、解决问题的能力 5、较好的理解能力和沟通能力，工作积极主动，具备较强的责任感 6、精通Java ,C, C++，Python,Matlab,C#，Perl,haskell,ruby,racket,prolog,php，R,weka等任意一项 7、主要工作是进行相关专业的课程咨询与辅导； 8、咨询辅导的具体内容是以书面文档（essay或者report）的形式进行呈现； 9、具体工作时间和工作地点不限定，可以自行合理的安排"
JAVA实习生,0-50/天,不限,实习6个月,成都,,,
java工程师,80-150/天,不限,实习12个月,厦门,： 1、完成软件系统代码的实现，编写代码注释和开发文档； 2、辅助进行系统的功能定义，程序设计； 3、根据设计文档或需求说明完成代码编写，调试，测试和维护； 4、分析并解决软件开发过程中的问题； 5、协助测试工程师制定测试计划，定位发现的问题； 6、配合项目经理完成相关任务目标,： 1、 对编程感兴趣，对IT软件行业发展看好； 2、有钻研精神和学习能力，团队合作能力； 3、具有良好的技术，业务的学习能力，能够通过学习解决技术问题； 4、热爱并执着于软件开发工作，善于与人沟通，为人正直、诚信，有较强的事业心，对工作认真负责； 5、重点大学毕业的转行人士也接受,： 1、 对编程感兴趣，对IT软件行业发展看好； 2、有钻研精神和学习能力，团队合作能力； 3、具有良好的技术，业务的学习能力，能够通过学习解决技术问题； 4、热爱并执着于软件开发工作，善于与人沟通，为人正直、诚信，有较强的事业心，对工作认真负责； 5、重点大学毕业的转行人士也接受
Java实习生,150-250/天,大专,实习3个月,上海,,,
JAVA工程师,80-150/天,本科,实习3个月,沈阳,】  1、通过公司及项目组提供的相应指导，可进行项目初级作业工作；  2、遵循公司编码规范，负责简单模块的编码实现；  3、负责验证编码质量（如Code Review，单体测试）；  4、协助测试人员进行项目测试，完善软件模块；  5、负责编写项目技术相关文档,】1、2020、2021，计算机相关专业，本科及以上毕业生； 2、对JAVA、数据结构、数据库有一定了解； 3、有较强的学习、适应能力，沟通表达良好； 4、实习期可保证3-6个月,】1、2020、2021，计算机相关专业，本科及以上毕业生； 2、对JAVA、数据结构、数据库有一定了解； 3、有较强的学习、适应能力，沟通表达良好； 4、实习期可保证3-6个月
Java实习生,180-200/天,本科,实习3个月,绍兴,：1、负责维护产品底层Java逻辑；2、负责产品底层逻辑需求的部分研发工作；3、负责产品技术文档的编写与维护,：业务技能要求1、对IDE开发感兴趣，有Java开发经验优先；2、控制、自动化专业优先3、了解前端开发(JavaScript、React)优先,：业务技能要求1、对IDE开发感兴趣，有Java开发经验优先；2、控制、自动化专业优先3、了解前端开发(JavaScript、React)优先
Java实习生,180-250/天,本科,实习3个月,西安,,，承担开发任务，按计划完成；3、具有较好的文档编写能力，能够编制相关需求和技术文档；4、相关软件单元的测试，配合集成测试；5、负责开源软件研究，大数据平台与行业结合应用研究等职位要求：1、计算机GIS相关专业，具有2年以上的java开发经验,，承担开发任务，按计划完成；3、具有较好的文档编写能力，能够编制相关需求和技术文档；4、相关软件单元的测试，配合集成测试；5、负责开源软件研究，大数据平台与行业结合应用研究等职位要求：1、计算机GIS相关专业，具有2年以上的java开发经验
java实习生,120-150/天,本科,实习6个月,沈阳, 1、负责相关业务开发  招聘要求： 1、本科学历，计算机相关专业； 2、熟掌握java基本知识（集合、线程、IO、异常、反射） 3、掌握SpringMvc、Spring、Mybatis、springboot等开发框架； 4、熟练编写SQL脚本，熟悉MySql 5、 喜欢钻研，热爱代码技术,： 1、本科学历，计算机相关专业； 2、熟掌握java基本知识（集合、线程、IO、异常、反射） 3、掌握SpringMvc、Spring、Mybatis、springboot等开发框架； 4、熟练编写SQL脚本，熟悉MySql 5、 喜欢钻研，热爱代码技术,： 1、本科学历，计算机相关专业； 2、熟掌握java基本知识（集合、线程、IO、异常、反射） 3、掌握SpringMvc、Spring、Mybatis、springboot等开发框架； 4、熟练编写SQL脚本，熟悉MySql 5、 喜欢钻研，热爱代码技术
Java实习生,120-150/天,大专,实习3个月,广州,】：1、负责公司移动端Web、小程序项目及Saas类产品的开发与交付；2、参与方案讨论、技术调研、系统设计，根据开发规范和流程独立完成编码、测试及相关文档编写；3、参与团队的技术研究与创新,[],[]
Java工程师,150-200/天,本科,实习6个月,福州,： 1、独立开发业务系统平台与内测，保证系统功能的品质合格； 2、进行单元测试以及进行问题修改； 3、根据需求编写详细设计文档，分析需求文档提出改进意见； 4、维护已有系统及功能模块，并根据需求进行升级,： 1、具备扎实的Java基础，深刻理解面向对象技术，熟练使用面向对象设计分析方法和设计模式，熟悉MVC 架构；熟悉Tomcat等Servlet容器及其它JAVAEE规范和实现；熟悉LINUX操作系统，掌握基础的运维知识； 2、熟悉JavaScript、HTML5、CSS，AJAX，熟悉JQuery，AngularJS、D3.js等JS前端框架； 3、熟悉主流数据库（MySQL、Sql server或Oracle）的使用，拥有良好的数据库设计知识； 4、熟练掌握Spring-boot、Spring、SpringMVC等开源框架使用与实现原理，有基于开源框架源码排查故障的能力者优先考虑,： 1、具备扎实的Java基础，深刻理解面向对象技术，熟练使用面向对象设计分析方法和设计模式，熟悉MVC 架构；熟悉Tomcat等Servlet容器及其它JAVAEE规范和实现；熟悉LINUX操作系统，掌握基础的运维知识； 2、熟悉JavaScript、HTML5、CSS，AJAX，熟悉JQuery，AngularJS、D3.js等JS前端框架； 3、熟悉主流数据库（MySQL、Sql server或Oracle）的使用，拥有良好的数据库设计知识； 4、熟练掌握Spring-boot、Spring、SpringMVC等开源框架使用与实现原理，有基于开源框架源码排查故障的能力者优先考虑
java实习生,250-300/天,硕士,实习1个月,青岛,,：  1.精通JAVA，具有扎实的基础知识,：  1.精通JAVA，具有扎实的基础知识
JAVA实习生,150-200/天,本科,实习12个月,厦门,,,
Java工程师,180-300/天,本科,实习3个月,深圳,,按时保证质量完成工作任务；2. 根据开发进度和任务分配，完成相应模块软件的设计、开发、编程任务；3. 进行程序单元、功能的测试，查出软件存在的缺陷并保证其质量；4. 进行编制项目文档和质量记录的工作；5. 维护软件使之保持可用性和稳定性,按时保证质量完成工作任务；2. 根据开发进度和任务分配，完成相应模块软件的设计、开发、编程任务；3. 进行程序单元、功能的测试，查出软件存在的缺陷并保证其质量；4. 进行编制项目文档和质量记录的工作；5. 维护软件使之保持可用性和稳定性
Java实习生,200-300/天,大专,实习3个月,济南,,,
JAVA实习生,500-800/天,本科,实习8个月,成都,"：1、完成软件系统代码的实现,编写代码注释和开发文档； 2、根据设计文档或需求说明完成代码编写,调试,测试和维护",： 1、要求统招二本及以上学历，计算机相关专业在校学生； 2、了解Java基础语法； 3、具备良好的业务理解能力； 4、了解spring boot开发框架； 5、了解MySQL、PostgreSQL等数据库； 6、熟悉IntelliJ IDEA、MyEclipse等开发工具,： 1、要求统招二本及以上学历，计算机相关专业在校学生； 2、了解Java基础语法； 3、具备良好的业务理解能力； 4、了解spring boot开发框架； 5、了解MySQL、PostgreSQL等数据库； 6、熟悉IntelliJ IDEA、MyEclipse等开发工具
JAVA开发工程师,120-200/天,本科,实习6个月,杭州,：1. 共享停车系统相关功能研发，包括泊位预约系统、充值管理系统等核心平台；2. 负责泊位预约系统、充值管理系统的梳理，与PD、业务方一起讨论业务场景并进行系统设计落地；3. 参与需求的评审和编码实现；4. 和团队核心成员一起对现有系统的不足进行分析，找出问题，并推动解决。任职要求：1. 面向2022年毕业的本科&硕士&博士学生；2. 专业成绩优秀，理论知识过硬；3. 扎实的编程基础，精通Java或者nodejs，熟悉分布式、多线程及高性能的设计、编码及性能调优；4. 对微服务架构应用有实际经验，能够独立设计数据模型和软件分层 ；5. 能够积极创新，乐于面对挑战；具备优秀的团队合作精神，诚实，勤奋，负责；6. 如果以上都不符合，但只要你确认自己是一个技术人才，对技术有足够的热情，希望能找到一个能挑战自己的机会，同样欢迎你来尝试,：1. 面向2022年毕业的本科&硕士&博士学生；2. 专业成绩优秀，理论知识过硬；3. 扎实的编程基础，精通Java或者nodejs，熟悉分布式、多线程及高性能的设计、编码及性能调优；4. 对微服务架构应用有实际经验，能够独立设计数据模型和软件分层 ；5. 能够积极创新，乐于面对挑战；具备优秀的团队合作精神，诚实，勤奋，负责；6. 如果以上都不符合，但只要你确认自己是一个技术人才，对技术有足够的热情，希望能找到一个能挑战自己的机会，同样欢迎你来尝试,：1. 面向2022年毕业的本科&硕士&博士学生；2. 专业成绩优秀，理论知识过硬；3. 扎实的编程基础，精通Java或者nodejs，熟悉分布式、多线程及高性能的设计、编码及性能调优；4. 对微服务架构应用有实际经验，能够独立设计数据模型和软件分层 ；5. 能够积极创新，乐于面对挑战；具备优秀的团队合作精神，诚实，勤奋，负责；6. 如果以上都不符合，但只要你确认自己是一个技术人才，对技术有足够的热情，希望能找到一个能挑战自己的机会，同样欢迎你来尝试
Java开发实习生,150-300/天,大专,实习10个月,贵阳,,有一定的学习能力，较好的逻辑思维,有一定的学习能力，较好的逻辑思维
JAVA开发工程师,120-180/天,不限,实习4个月,成都,"：1、参与公司业务平台系统设计、开发与实现；2、结合需求设计实现安全、稳定、高伸缩性、高性能、易维护、易用性好的业务系统；3、持续优化代码、缓存、数据库结构和实现方法； 任职要求：1、 好的面向对象设计思想，对多线程有较好理解，熟悉设计模式，拥有良好的编程习惯；2、 熟练spring cloud,springboot，Zookeeper，redis，MQ，mybatis；3、 了解xml，json数据，熟悉mysql关系型数据库；4、 了解mongodb，spark，kettle，es技术会有额外的加分；5、 具有良好的团队精神，学习能力强；6、 较强的逻辑思维能力，善于分析、归纳、快速定位并解决问题","：1、 好的面向对象设计思想，对多线程有较好理解，熟悉设计模式，拥有良好的编程习惯；2、 熟练spring cloud,springboot，Zookeeper，redis，MQ，mybatis；3、 了解xml，json数据，熟悉mysql关系型数据库；4、 了解mongodb，spark，kettle，es技术会有额外的加分；5、 具有良好的团队精神，学习能力强；6、 较强的逻辑思维能力，善于分析、归纳、快速定位并解决问题","：1、 好的面向对象设计思想，对多线程有较好理解，熟悉设计模式，拥有良好的编程习惯；2、 熟练spring cloud,springboot，Zookeeper，redis，MQ，mybatis；3、 了解xml，json数据，熟悉mysql关系型数据库；4、 了解mongodb，spark，kettle，es技术会有额外的加分；5、 具有良好的团队精神，学习能力强；6、 较强的逻辑思维能力，善于分析、归纳、快速定位并解决问题"
java开发工程师,100-180/天,不限,实习3个月,成都,： 1.负责产品业务的设计和开发。2.参与技术架构讨论、设计和优化，根据业务规划及技术规划制定应用架构方案。3.完成领导交办的其他任务。岗位要求： 1.拥有良好的代码习惯，了解代码版本管理工具Svn/Git,： 1.拥有良好的代码习惯，了解代码版本管理工具Svn/Git,： 1.拥有良好的代码习惯，了解代码版本管理工具Svn/Git
JAVA开发工程师,120-180/天,不限,实习3个月,成都,,"：1、 好的面向对象设计思想，对多线程有较好理解，熟悉设计模式，拥有良好的编程习惯；2、 熟练spring cloud,springboot，Zookeeper，redis，MQ，mybatis；3、 能处理xml，json数据，熟悉mysql关系型数据库；4、 了解mongodb，spark，kettle，es技术会有额外的加分；5、 具有良好的团队精神，学习能力强；6、 较强的逻辑思维能力，善于分析、归纳、快速定位并解决问题","：1、 好的面向对象设计思想，对多线程有较好理解，熟悉设计模式，拥有良好的编程习惯；2、 熟练spring cloud,springboot，Zookeeper，redis，MQ，mybatis；3、 能处理xml，json数据，熟悉mysql关系型数据库；4、 了解mongodb，spark，kettle，es技术会有额外的加分；5、 具有良好的团队精神，学习能力强；6、 较强的逻辑思维能力，善于分析、归纳、快速定位并解决问题"
Java开发实习生,120-200/天,本科,实习5个月,全国,,,
JAVA开发工程师,150-200/天,大专,实习3个月,成都,,：1.有JAVA基础，了解Spring Boot、springMVC、mybatis、webService的技术应用；2.熟悉Spring Cloud、Dubbo微服务应用框架；3.了解主流数据库Oracle、Mysql，能定位问题并实现sql优化；4.工作积极主动，具备良好的职业素养和较强的抗压能力，能够积极主动学习新的技能；5.有较强的分析问题、独立解决问题的能力,：1.有JAVA基础，了解Spring Boot、springMVC、mybatis、webService的技术应用；2.熟悉Spring Cloud、Dubbo微服务应用框架；3.了解主流数据库Oracle、Mysql，能定位问题并实现sql优化；4.工作积极主动，具备良好的职业素养和较强的抗压能力，能够积极主动学习新的技能；5.有较强的分析问题、独立解决问题的能力
Java开发实习生,100-150/天,本科,实习6个月,重庆,,,
Java开发实习,100-180/天,不限,实习3个月,成都,,：1、有一定JAVA基础；2、理解JAVA EE中的JSP/SERVLET，熟悉原生JDBC；3、能熟练使用数据库 ，对基本CRUD比较熟悉 ；4、对前后端分离、通讯数据格式等有一定了解；5、了解Nodejs相关常用工具如webpack、NMP等；6、具有很强的学习和独立分析能力、工作责任心、良好的沟通能力和团体合作精神,：1、有一定JAVA基础；2、理解JAVA EE中的JSP/SERVLET，熟悉原生JDBC；3、能熟练使用数据库 ，对基本CRUD比较熟悉 ；4、对前后端分离、通讯数据格式等有一定了解；5、了解Nodejs相关常用工具如webpack、NMP等；6、具有很强的学习和独立分析能力、工作责任心、良好的沟通能力和团体合作精神
Java开发实习生,120-150/天,大专,实习5个月,成都,,,
Java 实习生,100-150/天,本科,实习4个月,北京,,：-IT相关专业，本科及以上学历在读；-至少0.5年的编程经验，有Java开发经验者优先；-以下经验（至少1个）：•Java，Spring，SpringMVC•响应式设计• MS Sqlserver• eclipse IDE-良好的英语读写能力； -以积极的态度面对挑战和机遇，在实践中学习；-的团队沟通、解决和分析问题的能力,：-IT相关专业，本科及以上学历在读；-至少0.5年的编程经验，有Java开发经验者优先；-以下经验（至少1个）：•Java，Spring，SpringMVC•响应式设计• MS Sqlserver• eclipse IDE-良好的英语读写能力； -以积极的态度面对挑战和机遇，在实践中学习；-的团队沟通、解决和分析问题的能力
java开发实习生,100-150/天,本科,实习6个月,海口,】1、负责应用软件的模块设计、开发及交付；2、负责程序开发自测及文档说明编写；3、协助完成代码审核、Bug修复等其他工作,】1、2023届应届毕业生，本科及以上学历，计算机软件、通讯相关专业；2、有扎实的Java语言基础；3、有oracle/mysql数据库使用经验；4、掌握常用的设计模式，对Linux操作系统，网络通讯技术有深入了解；5、性格开朗，学习及语言表达能力强，善于与人沟通、交流 ,】1、2023届应届毕业生，本科及以上学历，计算机软件、通讯相关专业；2、有扎实的Java语言基础；3、有oracle/mysql数据库使用经验；4、掌握常用的设计模式，对Linux操作系统，网络通讯技术有深入了解；5、性格开朗，学习及语言表达能力强，善于与人沟通、交流 
Java开发实习生,100-200/天,本科,实习12个月,南京,"： 1、根据项目需要，完成项目研发工作；2、参与软件系统的需求分析，协助TM技术调研及项目产品开发设计评审；3、参与软件系统模块的程序编码工作；4、支持团队完成开发任务，完成项目部署及技术支持相关工作；5、完成公司交办的其他相关工作。岗位要求： 1.本科及以上，计算机及软件相关专业；2.熟练掌握一门或多门主流语言及相关框架，对高并发，多线程编程有一定理解，了解分布式部署，高可用性等相关知识3.熟悉Redis、MySQL等数据库等关系型，非关系型数据库，缓存数据库。4.工作积极，踏实，责任心强,有较强的抗压能力",： 1.本科及以上，计算机及软件相关专业；2.熟练掌握一门或多门主流语言及相关框架，对高并发，多线程编程有一定理解，了解分布式部署，高可用性等相关知识3.熟悉Redis、MySQL等数据库等关系型，非关系型数据库，缓存数据库,： 1.本科及以上，计算机及软件相关专业；2.熟练掌握一门或多门主流语言及相关框架，对高并发，多线程编程有一定理解，了解分布式部署，高可用性等相关知识3.熟悉Redis、MySQL等数据库等关系型，非关系型数据库，缓存数据库
Java开发工程师,200-300/天,本科,实习6个月,上海, :1、负责游戏功能系统的服务端开发工作；2、协助系统架构师对服务器程序进行架构分析和软件设计，并完成相应的文档；3、能够处理各模块的bug；4、负责自己所编写模块的单元测试工作；5、深入了解MYSQL底层实现，掌握多种优化原则，有做DBA的能力,[],[]
Java研发工程师,150-250/天,本科,实习6个月,杭州,：深入理解业务需求，进行相关系统的设计和开发；持续优化系统架构和系统的可扩展性，参与系统的长期设计规划；持续优化系统性能，保障系统的高可用性,：1、Java基础扎实，，熟悉通信、多线程、高并发处理、内存管理等技术,：1、Java基础扎实，，熟悉通信、多线程、高并发处理、内存管理等技术
java开发实习生,120-150/天,本科,实习3个月,乌鲁木齐,,：1、熟悉java语言，掌握主流的框架如:spring、Mybatis；2、掌握HTML/CSS/Jascript/Jquery等前端技术；会React优先；3、掌握主流的关系型数据库:oracle/mysql/postgresql；4、具备很强的责任心和团队意识，能承受较强的工作压力，能适应一定强度的加班，具备快速学习能力；5、理工等相关专业，本科以上学历；6、表现优异者有留用机会,：1、熟悉java语言，掌握主流的框架如:spring、Mybatis；2、掌握HTML/CSS/Jascript/Jquery等前端技术；会React优先；3、掌握主流的关系型数据库:oracle/mysql/postgresql；4、具备很强的责任心和团队意识，能承受较强的工作压力，能适应一定强度的加班，具备快速学习能力；5、理工等相关专业，本科以上学历；6、表现优异者有留用机会
Java开发工程师,150-300/天,本科,实习3个月,上海,,,
Java初级实习,120-200/天,大专,实习3个月,成都,"： 1、参与公司业务平台系统设计、开发与实现；2、结合需求设计实现安全、稳定、高伸缩性、高性能、易维护、易用性好的业务系统；3、持续优化代码、缓存、数据库结构和实现方法    岗位要求：1.熟悉TCP/IP网络协议,熟悉Linux操作系统","：1.熟悉TCP/IP网络协议,熟悉Linux操作系统","：1.熟悉TCP/IP网络协议,熟悉Linux操作系统"
Java开发实习,120-200/天,大专,实习3个月,成都, 1、参与项目系统设计，完成软件项目的程序开发工作； 2、负责产品需求分析、设计和文档编写； 3、根据产品需求和设计进行软件开发； 4、完成直接上级交办的其他工作任务,1、有一定JAVA基础；2、理解JAVA EE中的JSP/SERVLET；3、能熟练使用数据库 ，对基本CRUD比较熟悉 ；4、对前后端分离、通讯数据格式等有一定了解；5、具有很强的学习和分析能力、工作责任心、良好的沟通能力和团体合作精神,1、有一定JAVA基础；2、理解JAVA EE中的JSP/SERVLET；3、能熟练使用数据库 ，对基本CRUD比较熟悉 ；4、对前后端分离、通讯数据格式等有一定了解；5、具有很强的学习和分析能力、工作责任心、良好的沟通能力和团体合作精神
