岗位,薪水,学历要求,实习时长,上班地点,职责,要求,是否提供转正机会
客户端开发工程师-C/C++,200-300/天,本科,实习2个月,长沙,,： 1、计算机相关专业，大学本科及以上学历或具备同等能力； 2、有扎实的C/C++基础，深入了解数据结构原理，熟悉STL，并能熟练使用Visual Studio进行开发； 3、了解Windows Platform SDK开发技术(Windows Message. COM. Thread. Process.  IPC等)； 4、熟悉Windows平台网络编程技术； 5、热爱学习，有独立思考能力和分析问题能力；   有以下任何一项经验的更佳： 6、熟练使用QT开发图形用户界面程序； 7、熟悉Windows平台高级开发技术(PE结构. Hook. API Hook. COM Hook. DLL Injection等)优先； 8、熟悉Windows平台安全分析技术，擅长二进制分析， 擅长恶意代码查杀技术者优先,： 1、计算机相关专业，大学本科及以上学历或具备同等能力； 2、有扎实的C/C++基础，深入了解数据结构原理，熟悉STL，并能熟练使用Visual Studio进行开发； 3、了解Windows Platform SDK开发技术(Windows Message. COM. Thread. Process.  IPC等)； 4、熟悉Windows平台网络编程技术； 5、热爱学习，有独立思考能力和分析问题能力；   有以下任何一项经验的更佳： 6、熟练使用QT开发图形用户界面程序； 7、熟悉Windows平台高级开发技术(PE结构. Hook. API Hook. COM Hook. DLL Injection等)优先； 8、熟悉Windows平台安全分析技术，擅长二进制分析， 擅长恶意代码查杀技术者优先
分布式系统开发工程师 （C/C++),150-250/天,本科,实习1个月,广州,：1、负责编写程序完成分布式系统基础技术的验证和研究2、某些产品模块试验型设计 招聘要求1、基础素质：211以上本科大三或研二，计算机相关专业；为人正直负责，具有良好的沟通能力和团队精神；有较强的自学能力和逻辑分析能力，能够独立分析并解决问题,1、基础素质：211以上本科大三或研二，计算机相关专业；为人正直负责，具有良好的沟通能力和团队精神；有较强的自学能力和逻辑分析能力，能够独立分析并解决问题,1、基础素质：211以上本科大三或研二，计算机相关专业；为人正直负责，具有良好的沟通能力和团队精神；有较强的自学能力和逻辑分析能力，能够独立分析并解决问题
C/C++开发工程师（2020、2021毕业岗）,150-300/天,本科,实习12个月,北京,1、主要负责5GC、4GLTE、卫星通信、窄带集群通信方面产品研发，完成核心网元设备的设计以及核心功能开发工作。2、 排查定位现有产品的相关问题，并提供技术支持3、持续优化产品，提高产品的性能和可靠性,1、精通C/C++；统招本科及以上学历；2、精通linux系统下的软件开发；3、有网络编程经验，熟悉tcp/ip、udp、diameter、sip、rcs等协议中的一项或多项；4、熟悉运营商IMS网络架构，熟练掌握其中各网元功能及对接协议有限；5、要求具有良好的团队合作互助精神和良好的编程习惯；6、要求工作责任心强、积极主动，能够高质量地按期完成工作任务,1、精通C/C++；统招本科及以上学历；2、精通linux系统下的软件开发；3、有网络编程经验，熟悉tcp/ip、udp、diameter、sip、rcs等协议中的一项或多项；4、熟悉运营商IMS网络架构，熟练掌握其中各网元功能及对接协议有限；5、要求具有良好的团队合作互助精神和良好的编程习惯；6、要求工作责任心强、积极主动，能够高质量地按期完成工作任务
(C&SP)intern,150-200/天,硕士,实习3个月,上海,,,
数据库内核（C/C++）研发工程师-实习生-济南,150-200/天,硕士,实习3个月,济南,"：1、负责数据库产品内核的编码、单元测试、BUG修改等研发工作；2、负责为技术支持人员提供答疑和研发级的技术支持；3、负责配合产品经理，进行竞品的功能、实现分析； 职位要求：1、2023届数据库方向的硕士、博士生，熟悉linux下C/C++编程.2、熟悉linux进程间通信，内存管理，网络通信等；3、良好的沟通能力和技巧，和良好的文档编写能力；4、对数据库,操作系统原理有比较深入的了解.5、对工作充满热情，责任心强，能够承受压力；有良好的团队协作意识和能力","：1、2023届数据库方向的硕士、博士生，熟悉linux下C/C++编程.2、熟悉linux进程间通信，内存管理，网络通信等；3、良好的沟通能力和技巧，和良好的文档编写能力；4、对数据库,操作系统原理有比较深入的了解.5、对工作充满热情，责任心强，能够承受压力；有良好的团队协作意识和能力","：1、2023届数据库方向的硕士、博士生，熟悉linux下C/C++编程.2、熟悉linux进程间通信，内存管理，网络通信等；3、良好的沟通能力和技巧，和良好的文档编写能力；4、对数据库,操作系统原理有比较深入的了解.5、对工作充满热情，责任心强，能够承受压力；有良好的团队协作意识和能力"
数据库内核（C/C++）研发工程师-实习生-西安,150-250/天,硕士,实习3个月,西安,"：1、负责数据库产品内核的编码、单元测试、BUG修改等研发工作；2、负责为技术支持人员提供答疑和研发级的技术支持；3、负责配合产品经理，进行竞品的功能、实现分析； 职位要求：1、2022届数据库方向的硕士、博士生，熟悉linux下C/C++编程.2、熟悉linux进程间通信，内存管理，网络通信等；3、良好的沟通能力和技巧，和良好的文档编写能力；4、对数据库,操作系统原理有比较深入的了解.5、对工作充满热情，责任心强，能够承受压力；有良好的团队协作意识和能力","：1、2022届数据库方向的硕士、博士生，熟悉linux下C/C++编程.2、熟悉linux进程间通信，内存管理，网络通信等；3、良好的沟通能力和技巧，和良好的文档编写能力；4、对数据库,操作系统原理有比较深入的了解.5、对工作充满热情，责任心强，能够承受压力；有良好的团队协作意识和能力","：1、2022届数据库方向的硕士、博士生，熟悉linux下C/C++编程.2、熟悉linux进程间通信，内存管理，网络通信等；3、良好的沟通能力和技巧，和良好的文档编写能力；4、对数据库,操作系统原理有比较深入的了解.5、对工作充满热情，责任心强，能够承受压力；有良好的团队协作意识和能力"
​数据库内核（C/C++）研发工程师-实习生-成都,150-200/天,硕士,实习3个月,成都,"：1、负责数据库产品内核的编码、单元测试、BUG修改等研发工作；2、负责为技术支持人员提供答疑和研发级的技术支持；3、负责配合产品经理，进行竞品的功能、实现分析； 职位要求：1、2022届数据库方向的硕士、博士生，熟悉linux下C/C++编程.2、熟悉linux进程间通信，内存管理，网络通信等；3、良好的沟通能力和技巧，和良好的文档编写能力；4、对数据库,操作系统原理有比较深入的了解.5、对工作充满热情，责任心强，能够承受压力；有良好的团队协作意识和能力","：1、2022届数据库方向的硕士、博士生，熟悉linux下C/C++编程.2、熟悉linux进程间通信，内存管理，网络通信等；3、良好的沟通能力和技巧，和良好的文档编写能力；4、对数据库,操作系统原理有比较深入的了解.5、对工作充满热情，责任心强，能够承受压力；有良好的团队协作意识和能力","：1、2022届数据库方向的硕士、博士生，熟悉linux下C/C++编程.2、熟悉linux进程间通信，内存管理，网络通信等；3、良好的沟通能力和技巧，和良好的文档编写能力；4、对数据库,操作系统原理有比较深入的了解.5、对工作充满热情，责任心强，能够承受压力；有良好的团队协作意识和能力"
C端设计实习生,150/天,本科,实习3个月,上海,,： 1. 有参与工具类产品设计经验优先；2. 视觉传达，工业设计，人机交互，心理学等相关专业优先；3. 本科或硕士在读，每周实习4天以上，实习时间不少于4个月；4. 具有不错的审美，拥有逻辑思维和解决问题的能力，有UI落地能力；5. 有优秀的理解沟通能力和学习能力，能有效传达和推动自己的想法落地；6. 工作积极主动，拥有较强的好奇心、创造力和责任感，对设计品质有极高追求；7. 熟悉figma优先,： 1. 有参与工具类产品设计经验优先；2. 视觉传达，工业设计，人机交互，心理学等相关专业优先；3. 本科或硕士在读，每周实习4天以上，实习时间不少于4个月；4. 具有不错的审美，拥有逻辑思维和解决问题的能力，有UI落地能力；5. 有优秀的理解沟通能力和学习能力，能有效传达和推动自己的想法落地；6. 工作积极主动，拥有较强的好奇心、创造力和责任感，对设计品质有极高追求；7. 熟悉figma优先
C端产品实习生,200-250/天,本科,实习3个月,北京,,：1. 本科或研究生在读，能至少连续实习3个月，每周4个工作日以上；2. 熟悉或者有实名认证相关工作经验优先；3. 具备优秀的逻辑思维能力，对解决挑战性问题充满热情；4. 对互联网产品极度热爱，富有好奇心并能够持续学习；5. 有良好的自我驱动能力，对输出的产品方案，有不断精益求精的态度；对数据敏感，执行力强；熟练使用Axure，有良好的产品设计能力，有互联网公司实习经历优先,：1. 本科或研究生在读，能至少连续实习3个月，每周4个工作日以上；2. 熟悉或者有实名认证相关工作经验优先；3. 具备优秀的逻辑思维能力，对解决挑战性问题充满热情；4. 对互联网产品极度热爱，富有好奇心并能够持续学习；5. 有良好的自我驱动能力，对输出的产品方案，有不断精益求精的态度；对数据敏感，执行力强；熟练使用Axure，有良好的产品设计能力，有互联网公司实习经历优先
C&B Specialist,120-150/天,本科,实习3个月,上海,:1.负责新员工入职，准备新员工入职文件等。2.试用期提醒，劳动合同续签，员工离职证明等准备。3.人事相关流程梳理整合优化,,
C端产品助理,100-180/天,本科,实习4个月,成都,,：1、**本科及以上学历，经验不限，计算机、设计、项目管理相关专业优先考虑；2、热爱游戏并对PC上Orgin、Steam、Uplay等平台熟悉了解，乐于接受新事物；3、有较强的逻辑思维能力，头脑清晰，有一定文案功底，能够将自己的想法清楚地表达出来；4、良好的沟通及执行力，善于发现软件/游戏BUG等细节问题；5、较强的学习能力和抗压能力，并愿努力超出预期；6、 熟悉使用Axure、Xmind、Office等软件； 公司福利：1.超新写字楼高大上办公环境，邻近地铁6号线新川路站，步行只需5分钟；2.公司氛围nice，年轻化团队及领导，开放性探讨及工作环境；3. 公司面向全球市场，为员工提供全球化⻆度及思维锻炼,：1、**本科及以上学历，经验不限，计算机、设计、项目管理相关专业优先考虑；2、热爱游戏并对PC上Orgin、Steam、Uplay等平台熟悉了解，乐于接受新事物；3、有较强的逻辑思维能力，头脑清晰，有一定文案功底，能够将自己的想法清楚地表达出来；4、良好的沟通及执行力，善于发现软件/游戏BUG等细节问题；5、较强的学习能力和抗压能力，并愿努力超出预期；6、 熟悉使用Axure、Xmind、Office等软件； 公司福利：1.超新写字楼高大上办公环境，邻近地铁6号线新川路站，步行只需5分钟；2.公司氛围nice，年轻化团队及领导，开放性探讨及工作环境；3. 公司面向全球市场，为员工提供全球化⻆度及思维锻炼
C端产品助理,150-250/天,本科,实习3个月,成都,,,
C/C++工程师实习生,300-500/天,本科,实习5个月,上海,,：1. 本科以上学历；2. 熟悉Linux下C/C++开发；3. 了解Linux端音视频处理流程，了解FFmpeg、OpenCV等多媒体框架者优先；4. 主动积极，具有一定的抗压能力,：1. 本科以上学历；2. 熟悉Linux下C/C++开发；3. 了解Linux端音视频处理流程，了解FFmpeg、OpenCV等多媒体框架者优先；4. 主动积极，具有一定的抗压能力
C/C++开发实习生,150-300/天,硕士,实习3个月,北京,：1、负责平台软件的开发（包括操作系统，驱动，电源/时钟管理等）；2、参与所有开发流程，包括需求分析、模块设计、开发调试与维护、单元自测试、系统调试等工作；3、负责相关开发设计文档的撰写,：1、通信工程、电子信息、计算机等相关专业，硕士及以上学历；2、擅长软件编程和设计，熟练掌握C/C++；3、有较强新技术、新工具的学习能力，能够独立进行软件开发，并解决开发过程中遇到的技术问题；4、熟知通信原理，数字信号处理，计算机数据结构，自控理论等；5、良好的中英文书面和沟通能力,：1、通信工程、电子信息、计算机等相关专业，硕士及以上学历；2、擅长软件编程和设计，熟练掌握C/C++；3、有较强新技术、新工具的学习能力，能够独立进行软件开发，并解决开发过程中遇到的技术问题；4、熟知通信原理，数字信号处理，计算机数据结构，自控理论等；5、良好的中英文书面和沟通能力
c/c++开发实习生,80-150/天,硕士,实习6个月,北京,1.c/c++开发2.代码库维护 任职要求1.硕士学历以上，特别优秀者放宽要求。2.熟练掌握一门编程语言，不局限c/c++  【工作地点请看清】工作地点在16号线地铁线稻香湖路地铁站附近，北京市海淀区北清路中关村环保园文松路龙芯产业园1号楼，请看清地址，计算所分两个园区办公，老所在中关村三街，新所在北清路环保园（龙芯，睿芯，中科编易，中科智芯，高性能中心，高通量中心，集成应用，中科雷欧）,能投入6-12个月时间实习,能投入6-12个月时间实习
c/c++开发实习生,80-150/天,硕士,实习6个月,重庆,1.c/c++开发。2.代码库维护 任职要求1.理工科硕士学历，特别优秀者放宽要求。2.熟练掌握一门编程语言，不局限c/c++,能投入6-12个月时间实习,能投入6-12个月时间实习
C&O咨询实习生,150/天,本科,实习5个月,北京,协助PM进行数据整理、分析、提炼、形成初步观点记录、整理、分析项目访谈材料项目相关的Case study任职要求在校学生，一周4-5天，能尽快入职的优先对产业分析和数据统计有一定基础。对国家经济政策敏感。PPT skill and 文字功底良好,在校学生，一周4-5天，能尽快入职的优先对产业分析和数据统计有一定基础,在校学生，一周4-5天，能尽快入职的优先对产业分析和数据统计有一定基础
C&B Intern,150-200/天,不限,实习3个月,上海,"】-      Assist registration in SAFE and local tax bureau in time&semi;-      Dividend tax refund support&semi;-      E-leave system maintenance and annual leave balance management-      Support and ensure benefits related payment on time&semi;-      Commercial insurance claim support&semi;-      Documents preparation and filling, such as chop&semi; signature&semi; translation, etc.-      Shares related documents delivery&semi;-      Assistance of expatriate individual requirement such as application of tax completion certificate, fiscal resident certificate and so on&semi;-      Data clean up and maintenance for C&B part.-      Daily regular support. 1. 及时协助国家外汇管理局和地方税务局登记；2. 股息退税支持；3. 电子休假系统维护及年假余额管理4. 支持并确保与福利相关的款项按时支付；5. 商业保险索赔支持；6. 文件准备和填写，如印章；签名翻译等；7. 股份相关文件交付；8. 协助外籍人士申请完税证明、财政居民证明等个人要求；9. C＆B零件的数据清理和维护；10. 日常定期支持",；9. C＆B零件的数据清理和维护；10. 日常定期支持,；9. C＆B零件的数据清理和维护；10. 日常定期支持
C/C++开发工程师,150/天,本科,实习3个月,北京,,,
C/C++软件开发工程师,200-400/天,本科,实习1个月,上海,：  1. 探索并革新技术，参与设计和维护日均百万笔订单级别的高性能交易系统。2. 与数据科学家进行合作，开发高可用大数据研究平台。3. 与交易合规部门进行合作，设计开发金融风险控制系统,：1. 高校本科及以上学历，计算机、软件工程、信息安全等相关专业,：1. 高校本科及以上学历，计算机、软件工程、信息安全等相关专业
​C端产品助理,100-150/天,本科,实习4个月,成都,,： 1、统招本科及以上学历，经验不限，计算机、设计、项目管理相关专业优先考虑；2、热爱游戏并对PC上Orgin、Steam、Uplay等平台熟悉了解，乐于接受新事物； 3、有较强的逻辑思维能力，头脑清晰，有一定文案功底，能够将自己的想法清楚地表达出来； 4、良好的沟通及执行力，善于发现软件/游戏BUG等细节问题； 5、较强的学习能力和抗压能力，并愿努力超出预期； 6、 熟悉使用Axure、Xmind、Office等软件； 公司福利： 1.超新写字楼高大上办公环境，邻近地铁6号线新川路站，步行只需5分钟； 2.公司氛围nice，年轻化团队及领导，开放性探讨及工作环境； 3. 公司面向全球市场，为员工提供全球化⻆度及思维锻炼,： 1、统招本科及以上学历，经验不限，计算机、设计、项目管理相关专业优先考虑；2、热爱游戏并对PC上Orgin、Steam、Uplay等平台熟悉了解，乐于接受新事物； 3、有较强的逻辑思维能力，头脑清晰，有一定文案功底，能够将自己的想法清楚地表达出来； 4、良好的沟通及执行力，善于发现软件/游戏BUG等细节问题； 5、较强的学习能力和抗压能力，并愿努力超出预期； 6、 熟悉使用Axure、Xmind、Office等软件； 公司福利： 1.超新写字楼高大上办公环境，邻近地铁6号线新川路站，步行只需5分钟； 2.公司氛围nice，年轻化团队及领导，开放性探讨及工作环境； 3. 公司面向全球市场，为员工提供全球化⻆度及思维锻炼
音视频开发实习生（C/C++）,150-200/天,本科,实习3个月,厦门,：1、参与项目开发，负责终端设备音视频相关的开发与优化工作；2、负责VOIP终端设备的音视频引擎的架构设计、开发及优化工作；3、负责VOIP终端设备的音视频编解码算法的移植、优化及调试工作；4、参与VOIP终端设备的音视频图像处理算法的设计、开发及优化工作,：1、本科及以上学历，计算机、通信或相关专业；23届毕业生；2、熟悉C/C++，有音视频处理引擎及编解码开发和优化经验；3、熟悉Android、iOS、Windows、Linux等一种或多种系统的音视频方案，系统相关的音视频框架及API；4、有音视频引擎的实际开发经验，掌握采集、渲染、编解码、音视频处理、Qos等技术优先；5、熟悉常见的音视频编解码技术，如H264、H265、G711、G722、G729、OPUS，熟悉RTP、RTSP、RTMP等传输协议；6、有Android、嵌入式Linux等各端音视频优化经验优先考虑；7、熟悉WebRTC音视频处理算法模块的优先考虑,：1、本科及以上学历，计算机、通信或相关专业；23届毕业生；2、熟悉C/C++，有音视频处理引擎及编解码开发和优化经验；3、熟悉Android、iOS、Windows、Linux等一种或多种系统的音视频方案，系统相关的音视频框架及API；4、有音视频引擎的实际开发经验，掌握采集、渲染、编解码、音视频处理、Qos等技术优先；5、熟悉常见的音视频编解码技术，如H264、H265、G711、G722、G729、OPUS，熟悉RTP、RTSP、RTMP等传输协议；6、有Android、嵌入式Linux等各端音视频优化经验优先考虑；7、熟悉WebRTC音视频处理算法模块的优先考虑
音视频开发实习生（C/C++）,100-200/天,本科,实习3个月,福州,：1、参与项目开发，负责终端设备音视频相关的开发与优化工作；2、负责VOIP终端设备的音视频引擎的架构设计、开发及优化工作；3、负责VOIP终端设备的音视频编解码算法的移植、优化及调试工作；4、参与VOIP终端设备的音视频图像处理算法的设计、开发及优化工作,：1、本科及以上学历，计算机、通信或相关专业；23届毕业生；2、熟悉C/C++，有音视频处理引擎及编解码开发和优化经验；3、熟悉Android、iOS、Windows、Linux等一种或多种系统的音视频方案，系统相关的音视频框架及API；4、有音视频引擎的实际开发经验，掌握采集、渲染、编解码、音视频处理、Qos等技术优先；5、熟悉常见的音视频编解码技术，如H264、H265、G711、G722、G729、OPUS，熟悉RTP、RTSP、RTMP等传输协议；6、有Android、嵌入式Linux等各端音视频优化经验优先考虑；7、熟悉WebRTC音视频处理算法模块的优先考虑,：1、本科及以上学历，计算机、通信或相关专业；23届毕业生；2、熟悉C/C++，有音视频处理引擎及编解码开发和优化经验；3、熟悉Android、iOS、Windows、Linux等一种或多种系统的音视频方案，系统相关的音视频框架及API；4、有音视频引擎的实际开发经验，掌握采集、渲染、编解码、音视频处理、Qos等技术优先；5、熟悉常见的音视频编解码技术，如H264、H265、G711、G722、G729、OPUS，熟悉RTP、RTSP、RTMP等传输协议；6、有Android、嵌入式Linux等各端音视频优化经验优先考虑；7、熟悉WebRTC音视频处理算法模块的优先考虑
C&O管理咨询实习生,150/天,本科,实习10个月,北京,,,
C端经管—战略分析实习生,150-200/天,本科,实习3个月,北京,,,
HR C&B Intern,120-150/天,不限,实习3个月,上海,,,
游戏服务器程序开发（Lua/C/Mysql）,150-300/天,不限,实习5个月,天津,,,
P&C Merchandising Intern,150-180/天,本科,实习3个月,上海,：•协助每月补货、系统上传、采购订单创建和简单的库存分配 •编制每周月度分析报告，以监控指定品牌的销售业绩、采购和库存水平 •准备报告（每周、每月），更新每一次收集、季节性商品的表现 •市场研究支持和竞争对手分析 •履行分配的其他职责 •与零售、陈列和营销团队合作，支持不同的场合 任职要求：•数字导向、逻辑和细节驱动 •高效、组织良好，能在压力下工作,：•数字导向、逻辑和细节驱动 •高效、组织良好，能在压力下工作,：•数字导向、逻辑和细节驱动 •高效、组织良好，能在压力下工作
功能模型工程师（C Model）(JBRRV),200/天,硕士,实习5个月,上海,"描述：1、对GPU/CPU等异构并行计算芯片进行建模，包括但不限于CPU, 存储子系统, 互连，硬件加速算法等；2.协助软件工程师基于功能模型进行软件驱动、应用程序开发和测试；3.基于架构模型分析性能（吞吐量，延迟，带宽等）和功耗仿真结果，研究设计参数对性能指标的敏感性；4.协助芯片架构工程师探索改进体系结构替代方案，和软件工程师、架构工程师一起制定优化的芯片系统架构；5.协助RTL工程师进行电路微结构设计和优化，为RTL设计提供参考模型和仿真平台；6.和算法、ASIC、固件以及验证工程师一起验收ESL模型，并根据产品后期数据校准和优化ESL模型",：1.微电子、电子工程、计算机科学、通信工程等相关专业，硕士及以上学历；2.掌握C/C++/python编程语言，熟悉pytorch/Tensorflow等开发框架；3.了解芯片硬件架构，熟悉计算机系统体系结构，熟悉主流深度学习网络模式,：1.微电子、电子工程、计算机科学、通信工程等相关专业，硕士及以上学历；2.掌握C/C++/python编程语言，熟悉pytorch/Tensorflow等开发框架；3.了解芯片硬件架构，熟悉计算机系统体系结构，熟悉主流深度学习网络模式
C研发实习生（无锡）（2023届）,150-250/天,本科,实习6个月,无锡,,,
HR C&B Internship,150/天,大专,实习3个月,上海,,,
HR C&B Intern,120/天,本科,实习6个月,上海,,,
C端换电策略组—产品运营实习生,150-200/天,硕士,实习3个月,杭州,,[],[]
人力资源实习生-C&B（薪酬福利方向）,150/天,不限,实习6个月,广州,, 1.大三在校学生 2.一周至少能来3天（每周一、三、五必须到岗），全勤优先 3.不限专业、细心、有责任心, 1.大三在校学生 2.一周至少能来3天（每周一、三、五必须到岗），全勤优先 3.不限专业、细心、有责任心
C端产品经理实习生（大学数学）,150-180/天,不限,实习3个月,成都,,,
Linux C/C++开发工程师（J12671）,300-500/天,本科,实习3个月,全国,,[],[]
搜索实习-体验设计师-C端岗位,200-250/天,本科,实习3个月,北京,1、参与快手国内搜索业务的产品UI、交互方向的设计工作；2、参与产品讨论，与产品经理、工程师协作，对产品数据的变化与用户满意度有极高的敏感度，从视觉设计和产品体验的角度提出改进建议或优质解决方案；3、把控实现质量，跟踪设计效果，根据数据反馈不断提升产品设计和交互体验,1、本科及以上学历，交互、视觉等相关设计专业；2、能够参与至少6个月的实习时间；3、掌握可以熟练使用sketch、figma、ProtoPie、Principle、AE等设计工具；4、优秀的UI设计技能及审美能力；5、良好的沟通能力、理解能力、表达能力、学习能力；6、对搜索行业抱持好奇心及热忱，有思辨力、认真、踏实、理性、能够接受多方建议，擅长与合作方达成共识追求共赢,1、本科及以上学历，交互、视觉等相关设计专业；2、能够参与至少6个月的实习时间；3、掌握可以熟练使用sketch、figma、ProtoPie、Principle、AE等设计工具；4、优秀的UI设计技能及审美能力；5、良好的沟通能力、理解能力、表达能力、学习能力；6、对搜索行业抱持好奇心及热忱，有思辨力、认真、踏实、理性、能够接受多方建议，擅长与合作方达成共识追求共赢
研发工程师C/C++实习生（2023届）,200-400/天,本科,实习3个月,上海,,,
产品运营实习生(彩票C端业务),120-150/天,本科,实习3个月,北京,】 1.协助运营新浪彩票小炮APP； 2.协助运营新浪彩票wap及PC网站页面，发布及撰写相关业务内容； 3.协助运营新浪彩票微博、今日头条、微信等新媒体； 4.协助通过数据分析，推动公司网站及产品优化、迭代； 【任职要求】 1.在校就读的本科及研究生，211、985大学在校生优先录用,】 1.在校就读的本科及研究生，211、985大学在校生优先录用,】 1.在校就读的本科及研究生，211、985大学在校生优先录用
上海-HR Operation Intern（C&B）,120-150/天,本科,实习6个月,上海,,,
C&I National Office Intern,100-150/天,不限,实习4个月,上海,,,
数据库内核（C/C++）研发工程师-实习生-南京,200-300/天,硕士,实习3个月,南京,"：1、负责数据库产品内核的编码、单元测试、BUG修改等研发工作；2、负责为技术支持人员提供答疑和研发级的技术支持；3、负责配合产品经理，进行竞品的功能、实现分析； 职位要求：1、2023届数据库方向的硕士、博士生，熟悉linux下C/C++编程.2、熟悉linux进程间通信，内存管理，网络通信等；3、良好的沟通能力和技巧，和良好的文档编写能力；4、对数据库,操作系统原理有比较深入的了解.5、对工作充满热情，责任心强，能够承受压力；有良好的团队协作意识和能力","：1、2023届数据库方向的硕士、博士生，熟悉linux下C/C++编程.2、熟悉linux进程间通信，内存管理，网络通信等；3、良好的沟通能力和技巧，和良好的文档编写能力；4、对数据库,操作系统原理有比较深入的了解.5、对工作充满热情，责任心强，能够承受压力；有良好的团队协作意识和能力","：1、2023届数据库方向的硕士、博士生，熟悉linux下C/C++编程.2、熟悉linux进程间通信，内存管理，网络通信等；3、良好的沟通能力和技巧，和良好的文档编写能力；4、对数据库,操作系统原理有比较深入的了解.5、对工作充满热情，责任心强，能够承受压力；有良好的团队协作意识和能力"
Cartier HR Intern - C&B,100/天,不限,实习3个月,上海,,,
HR Intern  (C&B and HRIS),140-180/天,本科,实习6个月,上海,,,
